prompt_idx,group,genre,prompt,eps_s,eps_g,eps_g_median,eps_g_std,f_phi_norm,J_phi_mean,vjp_00,vjp_01,vjp_02,vjp_03,vjp_04,vjp_05,vjp_06,vjp_07,vjp_08,vjp_09
13,photo,human,"an old shepherd alone in a bare winter field, pale sky, photorealistic DSLR photograph, 135mm",78.52188873291016,1.6398685991764068,1.6266390085220337,0.516898433023435,174.83494567871094,1.123055285215378,1.8387041091918945,2.2629220485687256,1.32204008102417,0.8370246887207031,1.8580703735351562,0.9645008444786072,1.7661272287368774,2.600922107696533,1.4612237215042114,1.48715078830719
14,photo,human,"a young boy in a red jacket on an empty beach at low tide, photorealistic DSLR photograph, 85mm",98.56783294677734,1.1978306591510772,1.148761808872223,0.2439205236020601,147.5414581298828,1.1587126135826111,0.950873613357544,1.267311692237854,1.3767927885055542,1.696136236190796,0.9695781469345093,1.0405853986740112,1.1643296480178833,1.1331939697265625,1.4783395528793335,0.9011655449867249
15,photo,object,"a single clay jug on a dark wooden shelf, soft side light, photorealistic DSLR photograph, 85mm",122.76384735107422,5.20783565044403,4.83283269405365,2.5183977993550437,200.786865234375,4.928398203849793,9.511534690856934,2.938344717025757,8.150714874267578,5.8337788581848145,6.660506248474121,2.7997307777404785,2.7961342334747314,2.065852165222168,7.48987340927124,3.8318865299224854
16,photo,object,"a white ceramic bowl on grey linen, flat overhead light, photorealistic DSLR photograph, 85mm",106.44743347167969,8.047960662841797,6.717099905014038,3.5391988125955685,132.10955810546875,4.782405877113343,5.670240879058838,6.369935512542725,4.554605960845947,4.1409711837768555,7.064264297485352,5.579317569732666,9.650280952453613,8.792747497558594,14.67824649810791,13.978996276855469
17,photo,object,"a worn leather boot on a stone floor, soft window light, photorealistic DSLR photograph, 85mm",122.269287109375,10.663160920143127,9.435993194580078,4.95496709209352,177.7285614013672,6.074264860153198,7.2933831214904785,8.47614860534668,8.67836856842041,11.63971996307373,13.826652526855469,23.28221321105957,7.734097957611084,10.193617820739746,3.912637948989868,11.594769477844238
18,photo,animal,"a golden eagle perched on a fence post, flat grey sky, photorealistic DSLR photograph, 200mm",114.5328598022461,9.70742416381836,8.148959159851074,3.9251757407358916,162.9302520751953,8.523301792144775,4.972888469696045,5.579591751098633,17.9345703125,8.247705459594727,14.332735061645508,7.794626235961914,9.416221618652344,7.541812419891357,13.203877449035645,8.050212860107422
19,photo,animal,"a red fox sitting upright on a frozen lake, flat white horizon, photorealistic DSLR photograph, 135mm",115.90589141845703,10.756945276260376,10.142871856689453,4.109378678767806,171.30941772460938,5.789174062013626,11.31173324584961,6.945060729980469,12.735895156860352,14.285557746887207,8.974010467529297,11.574543952941895,8.856534004211426,8.70374584197998,4.267202854156494,19.91516876220703
20,photo,animal,"a white-tailed deer in early morning mist, grey fog background, photorealistic DSLR photograph, 200mm",81.58057403564453,10.519003629684448,8.183603048324585,6.440473621832342,131.963134765625,3.1786648273468017,26.410274505615234,12.897551536560059,6.371850490570068,3.8431949615478516,7.2676682472229,4.310641765594482,9.09953784942627,15.370816230773926,6.713744163513184,12.904756546020508
21,photo,animal,"a hare sitting on a flat snowy field, pale sky, photorealistic DSLR photograph, 200mm",101.14290618896484,2.057279849052429,1.530659019947052,1.0594645523012172,160.03819274902344,1.2385788202285766,1.4648888111114502,4.540317058563232,2.014782667160034,1.4866299629211426,2.1164302825927734,0.9100431203842163,3.521143674850464,1.4645678997039795,1.479306936264038,1.5746880769729614
22,photo,animal,"a barn cat on a stone doorstep, plain white wall behind, photorealistic DSLR photograph, 85mm",121.03840637207031,4.916060733795166,4.766235113143921,1.3291209887009372,183.78651428222656,2.567898952960968,4.746074676513672,6.48048210144043,3.5461533069610596,7.641979694366455,5.70097541809082,4.78639554977417,5.069761276245117,3.0451037883758545,4.458889484405518,3.6847920417785645
23,photo,animal,"a puffin on a grass clifftop, flat grey sea behind, photorealistic DSLR photograph, 400mm",129.37364196777344,9.444170045852662,7.91850209236145,3.3547299753167623,178.07330322265625,9.052573013305665,13.837169647216797,6.397050380706787,12.97636890411377,14.846785545349121,5.371025085449219,7.13251256942749,11.707886695861816,8.70449161529541,6.719425201416016,6.7489848136901855
24,photo,animal,"a wood mouse on a smooth pebble, plain dark background, photorealistic DSLR photograph, 100mm",123.25115966796875,11.010035157203674,11.667226791381836,5.060116917983648,172.20994567871094,10.717992115020753,4.213243007659912,3.892075300216675,15.466728210449219,5.247066497802734,11.854738235473633,17.89864158630371,13.421469688415527,11.479715347290039,17.8575496673584,8.769124031066895
25,cinematic,human,"a lone detective at the end of a rain-wet street, single streetlamp, cinematic 35mm film",107.15193176269531,6.351367878913879,5.029829740524292,3.234727152698595,184.53546142578125,4.573660671710968,9.818906784057617,3.1143791675567627,4.9300127029418945,4.215638637542725,4.955355644226074,13.932860374450684,7.024060249328613,2.810551643371582,5.10430383682251,7.607609748840332
26,cinematic,human,"a woman in a dark coat on a clifftop above the sea, overcast sky, cinematic 35mm film",121.97537994384766,6.135416793823242,6.801118850708008,2.242971334480068,154.5242156982422,2.8301168859004973,8.53270435333252,4.210866451263428,8.248738288879395,1.9612047672271729,3.675799608230591,6.1423444747924805,8.72115707397461,4.705811500549316,7.695648193359375,7.459893226623535
27,cinematic,human,"a lighthouse keeper in the doorway at dusk, single figure, cinematic 35mm film",136.149169921875,79.1238166809082,72.31765747070312,46.832633575386964,176.35842895507812,3.05525426864624,71.84597778320312,161.80026245117188,33.72428512573242,20.831222534179688,110.77007293701172,16.286537170410156,136.30001831054688,58.05971908569336,108.83073425292969,72.78933715820312
28,cinematic,human,"a fisherman in silhouette at the bow of a small boat at dawn, cinematic 35mm film",146.54702758789062,62.14314050674439,61.221099853515625,45.59005755330562,167.05722045898438,1.7504993557929993,16.47475814819336,32.66889190673828,89.77330780029297,106.02824401855469,29.4830322265625,5.697155952453613,119.20103454589844,6.007965087890625,96.5013427734375,119.59567260742188
29,cinematic,human,"a soldier alone on a misty plain, desaturated palette, cinematic 35mm film",85.62763977050781,1.6427327036857604,1.4939625263214111,0.5523976903063585,138.22134399414062,1.4273393720388412,1.9748213291168213,1.3988534212112427,0.5490713119506836,1.4816198348999023,1.2724494934082031,1.4464426040649414,1.9597182273864746,2.136502742767334,2.701542854309082,1.50630521774292
30,cinematic,human,"an astronaut standing alone on a rocky planet surface, pale sky, cinematic wide shot",110.59624481201172,5.328545713424683,5.710523366928101,3.0318364382111236,172.2454833984375,1.7828688025474548,6.931746482849121,1.247238039970398,8.073863983154297,6.038034439086914,8.7586030960083,1.2550870180130005,5.383012294769287,10.045756340026855,2.065755605697632,3.4863598346710205
31,cinematic,human,"a monk standing in the doorway of a stone abbey, pale morning light, cinematic 35mm film",164.3955078125,23.149825191497804,21.65629005432129,10.397105665573921,190.5036163330078,4.515012407302857,32.33134460449219,35.17539978027344,11.769515991210938,25.4632511138916,11.812691688537598,41.64289855957031,17.849328994750977,11.079832077026367,16.226226806640625,28.147762298583984
32,cinematic,human,"a woman holding an umbrella on an empty cobblestone square at night, cinematic 35mm film",150.1105499267578,8.163432264328003,7.172149181365967,3.103305452281371,203.9840545654297,4.972277450561523,10.714482307434082,6.680863857269287,7.346615791320801,5.763283729553223,5.393613815307617,6.997682571411133,8.679728507995605,15.67076301574707,9.804473876953125,4.582815170288086
33,cinematic,human,"a ranger standing on a ridge overlooking a misty valley, cinematic wide shot",94.75302124023438,1.3858327567577362,1.560794472694397,0.48549316545132365,162.28579711914062,1.2072095721960068,1.4914897680282593,1.6617193222045898,1.011797308921814,2.181788682937622,1.8052889108657837,1.6300991773605347,1.1113817691802979,0.6092658042907715,1.6756056547164917,0.6798911690711975
34,cinematic,human,"a boy standing at the edge of a pier looking at the sea, cinematic 35mm film",115.36176300048828,877.4985229492188,798.6171569824219,532.59661046467,160.34788513183594,16.946507072448732,199.6848602294922,2079.303466796875,623.3988037109375,472.9713439941406,1283.07177734375,1185.579833984375,765.2842407226562,1080.2813720703125,831.9500732421875,253.45945739746094
35,cinematic,landscape,"a lone pine on a granite cliff above a still alpine lake, cinematic wide shot, golden hour",115.33289337158203,6.929307556152343,5.861432075500488,3.4943191245263536,169.47142028808594,5.007803916931152,6.198855400085449,8.577101707458496,4.043582916259766,4.36305570602417,5.391972541809082,7.86144495010376,16.564985275268555,4.569212913513184,5.785625457763672,5.937238693237305
36,cinematic,landscape,"a single rowing boat on a perfectly calm dark fjord at dusk, cinematic wide shot",109.863037109375,8.534067487716674,6.633287191390991,5.4465836010609765,192.1232147216797,2.4407078862190246,23.3597354888916,4.755372047424316,10.387340545654297,6.877288341522217,11.677545547485352,5.3444647789001465,5.661128520965576,3.9624547958374023,6.389286041259766,6.926058769226074
37,cinematic,landscape,"a flat salt lake at blue hour with a single figure, mirror reflection, cinematic wide shot",146.31251525878906,6.794643688201904,6.997406482696533,2.2846771881867864,170.56967163085938,2.443678653240204,4.569690704345703,10.721587181091309,2.4594459533691406,6.294170379638672,9.316793441772461,4.90003776550293,7.5835771560668945,6.546921253204346,7.447891712188721,8.106321334838867
38,cinematic,landscape,"a winding empty road through autumn forest, fallen leaves, cinematic 35mm film",83.58380126953125,1.0090079665184022,0.8016500771045685,0.4054447984657275,188.01449584960938,0.75918408036232,0.6549765467643738,1.5485790967941284,1.3399596214294434,0.6985578536987305,0.7075369954109192,0.889492392539978,1.8645679950714111,0.6993319392204285,0.9732694625854492,0.7138077616691589
39,cinematic,landscape,"a lighthouse on a rocky island at stormy dusk, cinematic wide shot",112.59053802490234,1.6297307550907134,1.5275182723999023,0.5323768956510333,181.00637817382812,1.5647676408290863,1.9287166595458984,1.0922130346298218,1.8211299180984497,1.391422986984253,2.0002212524414062,1.2562739849090576,1.596413254737854,0.8927984833717346,2.859494686126709,1.4586232900619507
40,cinematic,animal,"a grey heron still on a flat mudflat at low tide, muted palette, cinematic 300mm",93.15264892578125,9.133379888534545,9.83637285232544,5.462925549894412,135.98983764648438,2.945162630081177,14.948935508728027,2.8020730018615723,2.3973302841186523,11.054973602294922,12.589780807495117,8.617772102355957,15.813523292541504,16.36052894592285,3.5522255897521973,3.196655750274658
41,cinematic,animal,"a black horse alone in a flat winter field, pale sky, cinematic 135mm",90.92927551269531,1.006329983472824,1.1133700013160706,0.26610572522004566,177.74142456054688,0.7818101406097412,0.6429039835929871,1.1495623588562012,1.1605221033096313,1.291723370552063,1.0942034721374512,0.885584831237793,1.4037226438522339,0.6830432415008545,0.6194972991943359,1.13253653049469
42,cinematic,animal,"a barn owl in flight against a pale dusk sky, wings spread, cinematic 400mm",110.35608673095703,110.59344959259033,90.6483383178711,63.053363955714325,139.3797607421875,2.480954647064209,63.638919830322266,61.185428619384766,95.11964416503906,55.8604736328125,17.891626358032227,177.07859802246094,217.05526733398438,86.17703247070312,145.95968627929688,185.9678192138672
43,cinematic,animal,"a brown trout just below the surface of a clear shallow river, cinematic macro",111.87215423583984,5.782105159759522,4.3027976751327515,3.1535013570606174,177.1204071044922,5.492404770851135,9.687087059020996,11.552240371704102,3.5591795444488525,3.2569985389709473,9.688433647155762,6.021650314331055,3.2206532955169678,2.2292134761810303,4.897458076477051,3.708137273788452
44,cinematic,animal,"a red deer stag silhouetted on a ridge at sunset, cinematic wide shot",148.79751586914062,12.756480884552001,13.174509525299072,3.342092804663443,203.7445526123047,9.360742998123168,12.664738655090332,8.425917625427246,9.42887020111084,9.29041862487793,13.684280395507812,14.099023818969727,17.906936645507812,17.14923858642578,9.203328132629395,15.712056159973145
45,cinematic,architecture,"a decaying stone abbey on a flat hillside at dusk, cinematic 35mm film",95.84883117675781,4.9052821636199955,4.991340398788452,2.3125175826170397,159.2764129638672,4.885611987113952,1.8844108581542969,6.69588565826416,4.185875415802002,6.952281475067139,9.0077543258667,1.5079624652862549,5.796805381774902,3.385136127471924,6.390752792358398,3.245957136154175
46,cinematic,architecture,"a single iron bridge over a dark river at night, one streetlamp, cinematic 35mm film",132.10035705566406,5.175927782058716,4.582449436187744,1.9307103854178462,214.85801696777344,4.281903862953186,8.938775062561035,8.151195526123047,4.717400074005127,4.5252909660339355,3.43214750289917,4.308578014373779,6.236889839172363,4.639607906341553,4.4416985511779785,2.36769437789917
47,cinematic,architecture,"a remote mountain train station in winter, empty platform, cinematic 35mm film",144.36277770996094,43.74795074462891,38.65649223327637,16.316913771252256,192.005126953125,15.724743390083313,31.320642471313477,72.4288101196289,49.12244415283203,39.05062484741211,38.262359619140625,71.83905029296875,50.344139099121094,32.98719787597656,22.166309356689453,29.957929611206055
48,cinematic,architecture,"a ruined Roman aqueduct in a flat plain at golden hour, cinematic wide shot",175.44760131835938,14.338856601715088,12.856255054473877,7.807476032264309,189.49220275878906,4.128837966918946,6.5712456703186035,5.857908248901367,12.763442039489746,27.05189323425293,8.474903106689453,21.991676330566406,12.949068069458008,26.672292709350586,14.838541030883789,6.21759557723999
49,cinematic,architecture,"a lone windmill on a flat Dutch polder at dusk, cinematic wide shot",125.92365264892578,233.09690704345704,184.03874969482422,172.22219156494796,171.50318908691406,2.2991370677948,52.62744903564453,198.453369140625,111.80056762695312,20.082870483398438,316.05718994140625,119.97473907470703,169.62413024902344,309.18914794921875,437.44482421875,595.7147827148438
50,dark fantasy,simple,"a lone hooded figure at the edge of a frozen lake, pale sky, dark fantasy oil painting",111.71619415283203,1.015596467256546,0.986237108707428,0.29386291812613435,177.3368682861328,0.8609516859054566,0.5970357656478882,1.5875591039657593,0.747943639755249,0.8660849928855896,1.2002484798431396,1.2239139080047607,1.1026577949523926,0.8698164224624634,0.6989097595214844,1.2617948055267334
51,dark fantasy,simple,"a skeletal tree on a frozen plain, blood moon, dark fantasy painting",110.57857513427734,20.21121280193329,19.67090892791748,13.665168842155824,194.13059997558594,1.1942025005817414,2.592249631881714,25.793567657470703,2.7194385528564453,28.0346622467041,20.21196746826172,19.129850387573242,46.14507293701172,4.778921127319336,17.099246978759766,35.60715103149414
52,dark fantasy,simple,"a single black crow on a bare gallows post, flat grey sky, dark fantasy illustration",124.18974304199219,28.122522830963135,23.872682571411133,14.289607676770917,154.14962768554688,3.944872272014618,31.239587783813477,36.439964294433594,17.46121597290039,28.59773063659668,14.697978019714355,48.775856018066406,17.489503860473633,19.147634506225586,11.475168228149414,55.90058898925781
53,dark fantasy,simple,"a young witch holding a single candle, plain stone background, dark fantasy portrait",102.51216888427734,17.0851619720459,16.498563289642334,6.221654774599826,202.60633850097656,17.1102933883667,8.34618854522705,10.96446704864502,14.335848808288574,11.232776641845703,22.890830993652344,23.685853958129883,18.661277770996094,21.071134567260742,12.062609672546387,27.600631713867188
54,dark fantasy,simple,"an old alchemist at a candlelit desk, single figure, dark fantasy portrait",125.99679565429688,9.808005380630494,8.91187047958374,3.5528382410035633,226.6118621826172,4.3080488562583925,5.246262550354004,10.16138744354248,7.410941123962402,15.907381057739258,8.245192527770996,8.24453353881836,9.578548431396484,13.037649154663086,5.288066387176514,14.960091590881348
55,dark fantasy,simple,"a worn iron lantern in a dark stone archway, dark fantasy painting",123.2447738647461,194.3479637622833,143.62753677368164,218.08579272051057,196.7954559326172,7.671954846382141,188.0226593017578,31.942916870117188,215.22372436523438,99.23241424560547,208.54408264160156,93.29290771484375,231.22247314453125,5.022461414337158,64.13816833496094,806.8378295898438
56,dark fantasy,simple,"a black wolf alone on a snowy ridge, moonlit sky, dark fantasy oil painting",118.24613952636719,67.71664099693298,46.76389122009277,58.34482984210612,198.8636474609375,3.844006597995758,64.39864349365234,36.48963928222656,152.60940551757812,43.49623489379883,48.34104919433594,25.463478088378906,49.503482818603516,204.21310424804688,7.464639186859131,45.18673324584961
57,dark fantasy,simple,"a hooded plague doctor on an empty cobblestone street, dark fantasy illustration",146.15724182128906,6.782911348342895,6.547294855117798,1.8942623463335904,200.5640106201172,3.0146759867668154,8.365943908691406,4.017542362213135,6.312436103820801,8.854503631591797,9.794317245483398,4.989945888519287,4.254328727722168,6.194263458251953,6.782153606414795,8.263678550720215
58,dark fantasy,simple,"a single standing stone with carved runes on a desolate moor, dark fantasy painting",102.3154525756836,1.4606271505355835,1.4350033402442932,0.5008928498504951,163.87911987304688,0.7907078623771667,1.5256232023239136,1.4622924327850342,1.531012773513794,1.8808351755142212,1.4077142477035522,1.2639001607894897,0.7804571390151978,0.9403398036956787,2.6652584075927734,1.1488381624221802
59,dark fantasy,simple,"a knight in dark armour at a crossroads, flat overcast sky, dark fantasy oil painting",97.90209197998047,15.939824438095092,17.30906581878662,8.762540446605163,165.56820678710938,15.323275184631347,7.279298782348633,4.994114398956299,31.53384017944336,19.046308517456055,8.698251724243164,20.38605308532715,5.138852119445801,20.163986206054688,26.585716247558594,15.571823120117188
60,dark fantasy,moderate,"a stone fortress on a volcanic cliff with rivers of lava below, dark fantasy painting",104.48499298095703,1.435800987482071,1.234226942062378,0.4733942559978314,202.061279296875,1.3074194133281707,2.2964417934417725,1.5157166719436646,1.1940550804138184,2.073953628540039,1.2743988037109375,0.7689147591590881,1.0722492933273315,1.9152168035507202,1.1088597774505615,1.1382032632827759
61,dark fantasy,moderate,"a vampire in a dark throne room, single candelabra, dark fantasy portrait",112.474853515625,8.27155294418335,8.722315549850464,3.2979718526823385,222.6605682373047,2.4682891011238097,9.690010070800781,13.766103744506836,12.316167831420898,3.3517799377441406,6.593838691711426,10.256385803222656,7.817038059234619,9.627593040466309,5.335855484008789,3.960756778717041
62,dark fantasy,moderate,"a dragon perched on a ruined castle tower at night, dark fantasy illustration",127.81324005126953,10.899742269515992,10.230517387390137,4.583364012776458,212.3938446044922,5.633503818511963,9.415229797363281,14.202811241149902,11.188036918640137,11.045804977416992,21.2438907623291,7.433710098266602,6.0480570793151855,15.123334884643555,6.253671169281006,7.04287576675415
63,dark fantasy,moderate,"a cursed swamp at dusk, dead trees, will-o-wisps, dark fantasy landscape",99.47112274169922,2.157036638259888,1.8577866554260254,0.6883063237268632,194.93504333496094,1.697825837135315,1.849832534790039,2.1715996265411377,1.4557232856750488,1.824044108390808,3.682401180267334,1.7240464687347412,3.199246406555176,1.8657407760620117,2.2318592071533203,1.5658727884292603
64,dark fantasy,moderate,"a necromancer in a graveyard at midnight, dark fantasy oil painting",104.65708923339844,13.289104413986205,11.491353034973145,6.804836058687012,202.11940002441406,1.6983768463134765,5.383193016052246,24.4398136138916,11.170781135559082,9.49940299987793,7.835319995880127,12.480389595031738,10.004870414733887,27.889352798461914,11.811924934387207,12.375995635986328
65,dark fantasy,complex,"a paladin fighting a horde of demons, hellfire rim lighting, crowded battle, dark fantasy painting",121.81004333496094,14.906940412521362,14.805523872375488,6.543410362938876,235.34225463867188,14.865675258636475,23.548667907714844,10.295149803161621,6.018622398376465,16.21971893310547,17.49402618408203,13.391328811645508,23.027002334594727,5.967312335968018,9.800200462341309,23.307374954223633
66,dark fantasy,complex,"a petrified forest where every tree is a screaming face, blood moon, dark fantasy painting",109.91899871826172,7.209972167015076,6.930230617523193,2.4721463216953077,210.02040100097656,5.822894430160522,4.20859432220459,11.759112358093262,7.008260250091553,3.1528356075286865,9.007527351379395,7.306485652923584,6.410017967224121,6.081589221954346,10.313097953796387,6.852200984954834
67,dark fantasy,complex,"a corrupted space station overrun with eldritch tentacles, dark fantasy sci-fi",111.67251586914062,8.217788338661194,8.7604238986969,2.7029341459435257,214.94113159179688,2.3619858860969543,10.06534481048584,7.557215213775635,3.61780047416687,5.743460655212402,7.572848796844482,9.947999000549316,11.196990966796875,11.721237182617188,10.201935768127441,4.553050518035889
68,dark fantasy,complex,"an abstract rift in reality tearing open, void geometry, dark fantasy painting",136.33677673339844,2.9505131125450133,2.7911075353622437,0.9234021163694578,199.25096130371094,2.222896230220795,2.8657124042510986,2.2321343421936035,4.492408275604248,2.578437089920044,2.7165026664733887,3.546870470046997,4.014871597290039,3.7313995361328125,1.5604537725448608,1.766340970993042
69,dark fantasy,complex,"a dragon emerging from a stormy sea at night, epic scale, dark fantasy illustration",115.6131820678711,18.36151280403137,16.483766555786133,9.874625691595588,206.1803741455078,4.925762343406677,32.559974670410156,16.669172286987305,23.09418487548828,9.207300186157227,14.092437744140625,16.29836082458496,23.327959060668945,8.218788146972656,4.127621173858643,36.01932907104492
70,dark fantasy,complex,a dark fantasy battle scene with armies of undead crossing a burning bridge,129.1887969970703,8.36013171672821,7.525002717971802,3.6037028037394654,224.13467407226562,3.2522458910942076,12.51991081237793,14.190211296081543,6.269765853881836,2.9502649307250977,9.587782859802246,6.944738864898682,7.0211100578308105,3.6101205348968506,12.478516578674316,8.028895378112793
71,dark fantasy,complex,"a dark fantasy city at night overrun by shadow creatures, chaotic street scene",105.8983154296875,3.3349581718444825,3.4299745559692383,0.7579440887534046,205.54808044433594,2.8491238355636597,2.281559944152832,4.01783561706543,2.8690004348754883,4.25457763671875,2.5320303440093994,3.5239334106445312,2.422245740890503,3.4703540802001953,4.588449478149414,3.3895950317382812
72,dark fantasy,complex,a dark fantasy summoning ritual with ten robed figures in a circle,189.84173583984375,29.567188835144044,26.180638313293457,12.86062725818709,226.44869995117188,9.936702442169189,23.309919357299805,57.51988220214844,20.828977584838867,29.05135726928711,17.688962936401367,12.910896301269531,29.698659896850586,36.23171615600586,23.020837783813477,45.41067886352539
73,dark fantasy,complex,a dark fantasy abstract vortex of screaming souls dissolving into geometric void,181.30419921875,9.237239646911622,7.965523958206177,2.2690416065615318,207.27435302734375,4.031535720825195,7.952475070953369,7.828333377838135,7.613387107849121,5.860396862030029,11.280406951904297,7.978572845458984,12.613758087158203,7.905642986297607,10.436168670654297,12.903254508972168
74,dark fantasy,complex,a massive dark fantasy colossus made of broken swords striding through a burning city,124.96930694580078,3.220259201526642,3.2559053897857666,1.1483279597348723,190.86753845214844,3.0248947381973266,3.5808677673339844,5.898982048034668,3.312253475189209,2.122039556503296,3.6630637645721436,2.5594213008880615,4.023210048675537,1.833717942237854,2.009478807449341,3.199557304382324
75,cartoon,animal,"a cheerful cartoon dog wearing a backpack, bold outlines, bright flat colors, cartoon illustration",239.2059326171875,191.48535499572753,147.74148559570312,126.08854704620333,242.79083251953125,27.922455024719238,105.99874114990234,213.72496032714844,147.65394592285156,459.1961975097656,157.2124786376953,125.03856658935547,401.09661865234375,96.5750732421875,147.8290252685547,60.5279426574707
76,cartoon,animal,"a cartoon owl sitting on a branch at night, big round eyes, flat colors, cartoon illustration",203.25396728515625,39.31124496459961,30.1529541015625,24.81403605005591,206.56979370117188,8.3136652469635,27.685359954833984,59.55381774902344,14.285722732543945,22.38450813293457,71.65608978271484,15.40981674194336,21.94878387451172,36.051788330078125,91.5160140991211,32.620548248291016
